Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,NO2,28/01/2016 00:00,45,ug m-3,R
BL0,NO2,29/01/2016 00:00,26.8,ug m-3,R
BL0,NO2,30/01/2016 00:00,42.7,ug m-3,R
BL0,NO2,31/01/2016 00:00,35.9,ug m-3,R
BL0,NO2,01/02/2016 00:00,25.8,ug m-3,R
BL0,NO2,02/02/2016 00:00,40.8,ug m-3,R
BL0,NO2,03/02/2016 00:00,63.6,ug m-3,R
BL0,NO2,04/02/2016 00:00,60.7,ug m-3,R
BL0,NO2,05/02/2016 00:00,39.4,ug m-3,R
BL0,NO2,06/02/2016 00:00,25.2,ug m-3,R
BL0,NO2,07/02/2016 00:00,25.8,ug m-3,R
BL0,NO2,08/02/2016 00:00,,ug m-3,R
BL0,NO2,09/02/2016 00:00,51.2,ug m-3,R
BL0,NO2,10/02/2016 00:00,70.1,ug m-3,R
BL0,NO2,11/02/2016 00:00,,ug m-3,R
BL0,NO2,12/02/2016 00:00,58.7,ug m-3,R
BL0,NO2,13/02/2016 00:00,52.8,ug m-3,R
BL0,NO2,14/02/2016 00:00,43.2,ug m-3,R
BL0,NO2,15/02/2016 00:00,53.6,ug m-3,R
BL0,NO2,16/02/2016 00:00,51.5,ug m-3,R
BL0,NO2,17/02/2016 00:00,46.7,ug m-3,R
BL0,NO2,18/02/2016 00:00,58.4,ug m-3,R
BL0,NO2,19/02/2016 00:00,39.4,ug m-3,R
BL0,NO2,20/02/2016 00:00,22.3,ug m-3,R
BL0,NO2,21/02/2016 00:00,7.4,ug m-3,R
BL0,NO2,22/02/2016 00:00,46.9,ug m-3,R
BL0,NO2,23/02/2016 00:00,61.6,ug m-3,R
BL0,NO2,24/02/2016 00:00,81.3,ug m-3,R
BL0,NO2,25/02/2016 00:00,74.8,ug m-3,R
BL0,NO2,26/02/2016 00:00,66.5,ug m-3,R
BL0,NO2,27/02/2016 00:00,47.1,ug m-3,R
BL0,NO2,28/02/2016 00:00,37.5,ug m-3,R
BL0,NO2,29/02/2016 00:00,50.3,ug m-3,R
BL0,NO2,01/03/2016 00:00,25.7,ug m-3,R
BL0,NO2,02/03/2016 00:00,34,ug m-3,R
BL0,NO2,03/03/2016 00:00,43.5,ug m-3,R
BL0,NO2,04/03/2016 00:00,37.8,ug m-3,R
BL0,NO2,05/03/2016 00:00,59.7,ug m-3,R
BL0,NO2,06/03/2016 00:00,49.2,ug m-3,R
BL0,NO2,07/03/2016 00:00,61,ug m-3,R
BL0,NO2,08/03/2016 00:00,48.7,ug m-3,R
BL0,NO2,09/03/2016 00:00,44.9,ug m-3,R
BL0,NO2,10/03/2016 00:00,61.6,ug m-3,R
BL0,NO2,11/03/2016 00:00,70.2,ug m-3,R
BL0,NO2,12/03/2016 00:00,61.4,ug m-3,R
BL0,NO2,13/03/2016 00:00,43.4,ug m-3,R
BL0,NO2,14/03/2016 00:00,40.4,ug m-3,R
BL0,NO2,15/03/2016 00:00,50.6,ug m-3,R
BL0,NO2,16/03/2016 00:00,,ug m-3,R
BL0,NO2,17/03/2016 00:00,,ug m-3,R
BL0,NO2,18/03/2016 00:00,63.7,ug m-3,R
BL0,NO2,19/03/2016 00:00,48.3,ug m-3,R
BL0,NO2,20/03/2016 00:00,52.3,ug m-3,R
BL0,NO2,21/03/2016 00:00,72,ug m-3,R
BL0,NO2,22/03/2016 00:00,75.6,ug m-3,R
BL0,NO2,23/03/2016 00:00,72.6,ug m-3,R
BL0,NO2,24/03/2016 00:00,48.5,ug m-3,R
BL0,NO2,25/03/2016 00:00,42.3,ug m-3,R
BL0,NO2,26/03/2016 00:00,22.8,ug m-3,R
BL0,NO2,27/03/2016 00:00,17.5,ug m-3,R
BL0,NO2,28/03/2016 00:00,15.9,ug m-3,R
BL0,NO2,29/03/2016 00:00,27.4,ug m-3,R
BL0,NO2,30/03/2016 00:00,44.2,ug m-3,R
BL0,NO2,31/03/2016 00:00,64.7,ug m-3,R
BL0,NO2,01/04/2016 00:00,41.8,ug m-3,R
BL0,NO2,02/04/2016 00:00,31.6,ug m-3,R
BL0,NO2,03/04/2016 00:00,31.4,ug m-3,R
BL0,NO2,04/04/2016 00:00,27.5,ug m-3,R
BL0,NO2,05/04/2016 00:00,42.3,ug m-3,R
BL0,NO2,06/04/2016 00:00,25.3,ug m-3,R
BL0,NO2,07/04/2016 00:00,39.7,ug m-3,R
BL0,NO2,08/04/2016 00:00,46.2,ug m-3,R
BL0,NO2,09/04/2016 00:00,20.9,ug m-3,R
BL0,NO2,10/04/2016 00:00,38.4,ug m-3,R
BL0,NO2,11/04/2016 00:00,44.5,ug m-3,R
BL0,NO2,12/04/2016 00:00,30.5,ug m-3,R
BL0,NO2,13/04/2016 00:00,47.8,ug m-3,R
BL0,NO2,14/04/2016 00:00,35.6,ug m-3,R
BL0,NO2,15/04/2016 00:00,45.6,ug m-3,R
BL0,NO2,16/04/2016 00:00,50.5,ug m-3,R
BL0,NO2,17/04/2016 00:00,41.2,ug m-3,R
BL0,NO2,18/04/2016 00:00,47,ug m-3,R
BL0,NO2,19/04/2016 00:00,42.7,ug m-3,R
BL0,NO2,20/04/2016 00:00,41.3,ug m-3,R
BL0,NO2,21/04/2016 00:00,43.2,ug m-3,R
BL0,NO2,22/04/2016 00:00,42.1,ug m-3,R
BL0,NO2,23/04/2016 00:00,42.4,ug m-3,R
BL0,NO2,24/04/2016 00:00,40.5,ug m-3,R
BL0,NO2,25/04/2016 00:00,48.2,ug m-3,R
BL0,NO2,26/04/2016 00:00,50.4,ug m-3,R
BL0,NO2,27/04/2016 00:00,47,ug m-3,R
BL0,NO2,28/04/2016 00:00,30.8,ug m-3,R
BL0,NO2,29/04/2016 00:00,31.1,ug m-3,R
BL0,NO2,30/04/2016 00:00,44.6,ug m-3,R
BL0,NO2,01/05/2016 00:00,27.8,ug m-3,R
BL0,NO2,02/05/2016 00:00,17,ug m-3,R
BL0,NO2,03/05/2016 00:00,41.6,ug m-3,R
BL0,NO2,04/05/2016 00:00,35.2,ug m-3,R
BL0,NO2,05/05/2016 00:00,50.7,ug m-3,R
BL0,NO2,06/05/2016 00:00,63.1,ug m-3,R
BL0,NO2,07/05/2016 00:00,44.5,ug m-3,R
BL0,NO2,08/05/2016 00:00,43.1,ug m-3,R
BL0,NO2,09/05/2016 00:00,54.5,ug m-3,R
BL0,NO2,10/05/2016 00:00,47.7,ug m-3,R
BL0,NO2,11/05/2016 00:00,39.4,ug m-3,R
BL0,NO2,12/05/2016 00:00,38.9,ug m-3,R
BL0,NO2,13/05/2016 00:00,32.8,ug m-3,R
BL0,NO2,14/05/2016 00:00,35.3,ug m-3,R
BL0,NO2,15/05/2016 00:00,37.3,ug m-3,R
BL0,NO2,16/05/2016 00:00,43.4,ug m-3,R
BL0,NO2,17/05/2016 00:00,40.4,ug m-3,R
BL0,NO2,18/05/2016 00:00,,ug m-3,R
BL0,NO2,19/05/2016 00:00,,ug m-3,R
BL0,NO2,20/05/2016 00:00,18.3,ug m-3,R
BL0,NO2,21/05/2016 00:00,17.1,ug m-3,R
BL0,NO2,22/05/2016 00:00,30,ug m-3,R
BL0,NO2,23/05/2016 00:00,39,ug m-3,R
BL0,NO2,24/05/2016 00:00,34.3,ug m-3,R
BL0,NO2,25/05/2016 00:00,40.9,ug m-3,R
BL0,NO2,26/05/2016 00:00,39.7,ug m-3,R
BL0,NO2,27/05/2016 00:00,35.9,ug m-3,R
BL0,NO2,28/05/2016 00:00,29.3,ug m-3,R
BL0,NO2,29/05/2016 00:00,36,ug m-3,R
BL0,NO2,30/05/2016 00:00,30.9,ug m-3,R
BL0,NO2,31/05/2016 00:00,37.5,ug m-3,R
BL0,NO2,01/06/2016 00:00,33.2,ug m-3,R
BL0,NO2,02/06/2016 00:00,30.4,ug m-3,R
BL0,NO2,03/06/2016 00:00,41.4,ug m-3,R
BL0,NO2,04/06/2016 00:00,47.9,ug m-3,R
BL0,NO2,05/06/2016 00:00,33.7,ug m-3,R
BL0,NO2,06/06/2016 00:00,41.3,ug m-3,R
BL0,NO2,07/06/2016 00:00,72.5,ug m-3,R
BL0,NO2,08/06/2016 00:00,67.9,ug m-3,R
BL0,NO2,09/06/2016 00:00,41.9,ug m-3,R
BL0,NO2,10/06/2016 00:00,40.7,ug m-3,R
BL0,NO2,11/06/2016 00:00,45.6,ug m-3,R
BL0,NO2,12/06/2016 00:00,19.2,ug m-3,R
BL0,NO2,13/06/2016 00:00,33,ug m-3,R
BL0,NO2,14/06/2016 00:00,19.9,ug m-3,R
BL0,NO2,15/06/2016 00:00,15,ug m-3,R
BL0,NO2,16/06/2016 00:00,28.5,ug m-3,R
BL0,NO2,17/06/2016 00:00,41.1,ug m-3,R
BL0,NO2,18/06/2016 00:00,39,ug m-3,R
BL0,NO2,19/06/2016 00:00,14.4,ug m-3,R
BL0,NO2,20/06/2016 00:00,22.1,ug m-3,R
BL0,NO2,21/06/2016 00:00,19.3,ug m-3,R
BL0,NO2,22/06/2016 00:00,19.4,ug m-3,R
BL0,NO2,23/06/2016 00:00,37.2,ug m-3,R
BL0,NO2,24/06/2016 00:00,17.9,ug m-3,R
BL0,NO2,25/06/2016 00:00,24.8,ug m-3,R
BL0,NO2,26/06/2016 00:00,19.9,ug m-3,R
BL0,NO2,27/06/2016 00:00,28.8,ug m-3,R
BL0,NO2,28/06/2016 00:00,27,ug m-3,R
BL0,NO2,29/06/2016 00:00,17,ug m-3,R
BL0,NO2,30/06/2016 00:00,15.7,ug m-3,R
BL0,NO2,01/07/2016 00:00,19.7,ug m-3,R
BL0,NO2,02/07/2016 00:00,17.2,ug m-3,R
BL0,NO2,03/07/2016 00:00,14.3,ug m-3,R
BL0,NO2,04/07/2016 00:00,20.2,ug m-3,R
BL0,NO2,05/07/2016 00:00,35.8,ug m-3,R
BL0,NO2,06/07/2016 00:00,38.9,ug m-3,R
BL0,NO2,07/07/2016 00:00,25.3,ug m-3,R
BL0,NO2,08/07/2016 00:00,21.6,ug m-3,R
BL0,NO2,09/07/2016 00:00,15.9,ug m-3,R
BL0,NO2,10/07/2016 00:00,9.9,ug m-3,R
BL0,NO2,11/07/2016 00:00,15.7,ug m-3,R
BL0,NO2,12/07/2016 00:00,31.6,ug m-3,R
BL0,NO2,13/07/2016 00:00,39.1,ug m-3,R
BL0,NO2,14/07/2016 00:00,44.6,ug m-3,R
BL0,NO2,15/07/2016 00:00,29.9,ug m-3,R
BL0,NO2,16/07/2016 00:00,14,ug m-3,R
BL0,NO2,17/07/2016 00:00,16.6,ug m-3,R
BL0,NO2,18/07/2016 00:00,41.2,ug m-3,R
BL0,NO2,19/07/2016 00:00,61,ug m-3,R
BL0,NO2,20/07/2016 00:00,40,ug m-3,R
BL0,NO2,21/07/2016 00:00,40.9,ug m-3,R
BL0,NO2,22/07/2016 00:00,54.9,ug m-3,R
BL0,NO2,23/07/2016 00:00,36.2,ug m-3,R
BL0,NO2,24/07/2016 00:00,16.2,ug m-3,R
BL0,NO2,25/07/2016 00:00,23.8,ug m-3,R
BL0,NO2,26/07/2016 00:00,25.1,ug m-3,R
BL0,NO2,27/07/2016 00:00,26.8,ug m-3,R
BL0,NO2,28/07/2016 00:00,30,ug m-3,R
BL0,NO2,29/07/2016 00:00,23.2,ug m-3,R
BL0,NO2,30/07/2016 00:00,38.2,ug m-3,R
BL0,NO2,31/07/2016 00:00,34.5,ug m-3,R
BL0,NO2,01/08/2016 00:00,27.3,ug m-3,R
BL0,NO2,02/08/2016 00:00,17.6,ug m-3,R
BL0,NO2,03/08/2016 00:00,13.1,ug m-3,R
BL0,NO2,04/08/2016 00:00,20.5,ug m-3,R
BL0,NO2,05/08/2016 00:00,30.2,ug m-3,R
BL0,NO2,06/08/2016 00:00,21.9,ug m-3,R
BL0,NO2,07/08/2016 00:00,9.7,ug m-3,R
BL0,NO2,08/08/2016 00:00,26.9,ug m-3,R
BL0,NO2,09/08/2016 00:00,33.2,ug m-3,R
BL0,NO2,10/08/2016 00:00,33.7,ug m-3,R
BL0,NO2,11/08/2016 00:00,29.7,ug m-3,R
BL0,NO2,12/08/2016 00:00,24.5,ug m-3,R
BL0,NO2,13/08/2016 00:00,20.4,ug m-3,R
BL0,NO2,14/08/2016 00:00,28.8,ug m-3,R
BL0,NO2,15/08/2016 00:00,24.7,ug m-3,R
BL0,NO2,16/08/2016 00:00,28.1,ug m-3,R
BL0,NO2,17/08/2016 00:00,30.3,ug m-3,R
BL0,NO2,18/08/2016 00:00,38.9,ug m-3,R
BL0,NO2,19/08/2016 00:00,28.8,ug m-3,R
BL0,NO2,20/08/2016 00:00,12.1,ug m-3,R
BL0,NO2,21/08/2016 00:00,9.7,ug m-3,R
BL0,NO2,22/08/2016 00:00,16,ug m-3,R
BL0,NO2,23/08/2016 00:00,42.2,ug m-3,R
BL0,NO2,24/08/2016 00:00,69.8,ug m-3,R
BL0,NO2,25/08/2016 00:00,56.5,ug m-3,R
BL0,NO2,26/08/2016 00:00,42.7,ug m-3,R
BL0,NO2,27/08/2016 00:00,34.6,ug m-3,R
BL0,NO2,28/08/2016 00:00,13.1,ug m-3,R
BL0,NO2,29/08/2016 00:00,43.9,ug m-3,R
BL0,NO2,30/08/2016 00:00,36.6,ug m-3,R
BL0,NO2,31/08/2016 00:00,29.9,ug m-3,R
BL0,NO2,01/09/2016 00:00,27.9,ug m-3,R
BL0,NO2,02/09/2016 00:00,20.2,ug m-3,R
BL0,NO2,03/09/2016 00:00,19.6,ug m-3,R
BL0,NO2,04/09/2016 00:00,16.1,ug m-3,R
BL0,NO2,05/09/2016 00:00,,ug m-3,R
BL0,NO2,06/09/2016 00:00,,ug m-3,R
BL0,NO2,07/09/2016 00:00,32,ug m-3,R
BL0,NO2,08/09/2016 00:00,38.3,ug m-3,R
BL0,NO2,09/09/2016 00:00,16.6,ug m-3,R
BL0,NO2,10/09/2016 00:00,20.5,ug m-3,R
BL0,NO2,11/09/2016 00:00,24,ug m-3,R
BL0,NO2,12/09/2016 00:00,30.9,ug m-3,R
BL0,NO2,13/09/2016 00:00,61.6,ug m-3,R
BL0,NO2,14/09/2016 00:00,46.2,ug m-3,R
BL0,NO2,15/09/2016 00:00,49.5,ug m-3,R
BL0,NO2,16/09/2016 00:00,31.1,ug m-3,R
BL0,NO2,17/09/2016 00:00,24.9,ug m-3,R
BL0,NO2,18/09/2016 00:00,35.4,ug m-3,R
BL0,NO2,19/09/2016 00:00,36.8,ug m-3,R
BL0,NO2,20/09/2016 00:00,30.2,ug m-3,R
BL0,NO2,21/09/2016 00:00,38.1,ug m-3,R
BL0,NO2,22/09/2016 00:00,27.2,ug m-3,R
BL0,NO2,23/09/2016 00:00,32.5,ug m-3,R
BL0,NO2,24/09/2016 00:00,32.3,ug m-3,R
BL0,NO2,25/09/2016 00:00,16,ug m-3,R
BL0,NO2,26/09/2016 00:00,33.8,ug m-3,R
BL0,NO2,27/09/2016 00:00,30.9,ug m-3,R
BL0,NO2,28/09/2016 00:00,24.1,ug m-3,R
BL0,NO2,29/09/2016 00:00,27.1,ug m-3,R
BL0,NO2,30/09/2016 00:00,29.4,ug m-3,R
BL0,NO2,01/10/2016 00:00,33.6,ug m-3,R
BL0,NO2,02/10/2016 00:00,31.8,ug m-3,R
BL0,NO2,03/10/2016 00:00,50.9,ug m-3,R
BL0,NO2,04/10/2016 00:00,31.9,ug m-3,R
BL0,NO2,05/10/2016 00:00,28.9,ug m-3,R
BL0,NO2,06/10/2016 00:00,30.9,ug m-3,R
BL0,NO2,07/10/2016 00:00,38.4,ug m-3,R
BL0,NO2,08/10/2016 00:00,32.8,ug m-3,R
BL0,NO2,09/10/2016 00:00,27.6,ug m-3,R
BL0,NO2,10/10/2016 00:00,37.7,ug m-3,R
BL0,NO2,11/10/2016 00:00,37.5,ug m-3,R
BL0,NO2,12/10/2016 00:00,29.8,ug m-3,R
BL0,NO2,13/10/2016 00:00,31.7,ug m-3,R
BL0,NO2,14/10/2016 00:00,34.6,ug m-3,R
BL0,NO2,15/10/2016 00:00,35.9,ug m-3,R
BL0,NO2,16/10/2016 00:00,30.8,ug m-3,R
BL0,NO2,17/10/2016 00:00,35.8,ug m-3,R
BL0,NO2,18/10/2016 00:00,37.4,ug m-3,R
BL0,NO2,19/10/2016 00:00,45.7,ug m-3,R
BL0,NO2,20/10/2016 00:00,41.7,ug m-3,R
BL0,NO2,21/10/2016 00:00,39.7,ug m-3,R
BL0,NO2,22/10/2016 00:00,35.9,ug m-3,R
BL0,NO2,23/10/2016 00:00,28.5,ug m-3,R
BL0,NO2,24/10/2016 00:00,38.2,ug m-3,R
BL0,NO2,25/10/2016 00:00,50.8,ug m-3,R
BL0,NO2,26/10/2016 00:00,37.3,ug m-3,R
BL0,NO2,27/10/2016 00:00,32.2,ug m-3,R
BL0,NO2,28/10/2016 00:00,39.6,ug m-3,R
BL0,NO2,29/10/2016 00:00,47.7,ug m-3,R
BL0,NO2,30/10/2016 00:00,49.4,ug m-3,R
BL0,NO2,31/10/2016 00:00,75.7,ug m-3,R
BL0,NO2,01/11/2016 00:00,,ug m-3,R
BL0,NO2,02/11/2016 00:00,60.7,ug m-3,R
BL0,NO2,03/11/2016 00:00,58.6,ug m-3,R
BL0,NO2,04/11/2016 00:00,56.7,ug m-3,R
BL0,NO2,05/11/2016 00:00,50.9,ug m-3,R
BL0,NO2,06/11/2016 00:00,35.5,ug m-3,R
BL0,NO2,07/11/2016 00:00,44.3,ug m-3,R
BL0,NO2,08/11/2016 00:00,60.4,ug m-3,R
BL0,NO2,09/11/2016 00:00,55.1,ug m-3,R
BL0,NO2,10/11/2016 00:00,63.3,ug m-3,R
BL0,NO2,11/11/2016 00:00,56.8,ug m-3,R
BL0,NO2,12/11/2016 00:00,54.7,ug m-3,R
BL0,NO2,13/11/2016 00:00,55.8,ug m-3,R
BL0,NO2,14/11/2016 00:00,60,ug m-3,R
BL0,NO2,15/11/2016 00:00,47.8,ug m-3,R
BL0,NO2,16/11/2016 00:00,44.2,ug m-3,R
BL0,NO2,17/11/2016 00:00,44.6,ug m-3,R
BL0,NO2,18/11/2016 00:00,51.2,ug m-3,R
BL0,NO2,19/11/2016 00:00,51.8,ug m-3,R
BL0,NO2,20/11/2016 00:00,47.8,ug m-3,R
BL0,NO2,21/11/2016 00:00,53.2,ug m-3,R
BL0,NO2,22/11/2016 00:00,42,ug m-3,R
BL0,NO2,23/11/2016 00:00,63.2,ug m-3,R
BL0,NO2,24/11/2016 00:00,44.5,ug m-3,R
BL0,NO2,25/11/2016 00:00,50.4,ug m-3,R
BL0,NO2,26/11/2016 00:00,54,ug m-3,R
BL0,NO2,27/11/2016 00:00,49.2,ug m-3,R
BL0,NO2,28/11/2016 00:00,60.3,ug m-3,R
BL0,NO2,29/11/2016 00:00,80.2,ug m-3,R
BL0,NO2,30/11/2016 00:00,118.1,ug m-3,R
BL0,NO2,01/12/2016 00:00,94.1,ug m-3,R
BL0,NO2,02/12/2016 00:00,69.4,ug m-3,R
BL0,NO2,03/12/2016 00:00,60.2,ug m-3,R
BL0,NO2,04/12/2016 00:00,64.6,ug m-3,R
BL0,NO2,05/12/2016 00:00,76,ug m-3,R
BL0,NO2,06/12/2016 00:00,72.1,ug m-3,R
BL0,NO2,07/12/2016 00:00,45.5,ug m-3,R
BL0,NO2,08/12/2016 00:00,51.6,ug m-3,R
BL0,NO2,09/12/2016 00:00,43.5,ug m-3,R
BL0,NO2,10/12/2016 00:00,42.2,ug m-3,R
BL0,NO2,11/12/2016 00:00,55.7,ug m-3,R
BL0,NO2,12/12/2016 00:00,57.1,ug m-3,R
BL0,NO2,13/12/2016 00:00,53.4,ug m-3,R
BL0,NO2,14/12/2016 00:00,63.1,ug m-3,R
BL0,NO2,15/12/2016 00:00,57,ug m-3,R
BL0,NO2,16/12/2016 00:00,59.8,ug m-3,R
BL0,NO2,17/12/2016 00:00,65.8,ug m-3,R
BL0,NO2,18/12/2016 00:00,61.3,ug m-3,R
BL0,NO2,19/12/2016 00:00,62.9,ug m-3,R
BL0,NO2,20/12/2016 00:00,50.9,ug m-3,R
BL0,NO2,21/12/2016 00:00,49.2,ug m-3,R
BL0,NO2,22/12/2016 00:00,65.8,ug m-3,R
BL0,NO2,23/12/2016 00:00,43.2,ug m-3,R
BL0,NO2,24/12/2016 00:00,32.8,ug m-3,R
BL0,NO2,25/12/2016 00:00,14.3,ug m-3,R
BL0,NO2,26/12/2016 00:00,47,ug m-3,R
BL0,NO2,27/12/2016 00:00,88.4,ug m-3,R
BL0,NO2,28/12/2016 00:00,99.4,ug m-3,R
BL0,NO2,29/12/2016 00:00,78.6,ug m-3,R
BL0,NO2,30/12/2016 00:00,60.7,ug m-3,R
BL0,NO2,31/12/2016 00:00,46.8,ug m-3,R
BL0,NO2,01/01/2017 00:00,24.5,ug m-3,R
BL0,NO2,02/01/2017 00:00,34.5,ug m-3,R
BL0,NO2,03/01/2017 00:00,46.9,ug m-3,R
BL0,NO2,04/01/2017 00:00,45.8,ug m-3,R
BL0,NO2,05/01/2017 00:00,59.6,ug m-3,R
BL0,NO2,06/01/2017 00:00,54.7,ug m-3,R
BL0,NO2,07/01/2017 00:00,44,ug m-3,R
BL0,NO2,08/01/2017 00:00,43.3,ug m-3,R
BL0,NO2,09/01/2017 00:00,35.3,ug m-3,R
BL0,NO2,10/01/2017 00:00,43.8,ug m-3,R
BL0,NO2,11/01/2017 00:00,36.7,ug m-3,R
BL0,NO2,12/01/2017 00:00,31.9,ug m-3,R
BL0,NO2,13/01/2017 00:00,40,ug m-3,R
BL0,NO2,14/01/2017 00:00,45.8,ug m-3,R
BL0,NO2,15/01/2017 00:00,46.5,ug m-3,R
BL0,NO2,16/01/2017 00:00,44.3,ug m-3,R
BL0,NO2,17/01/2017 00:00,50,ug m-3,R
BL0,NO2,18/01/2017 00:00,85.9,ug m-3,R
BL0,NO2,19/01/2017 00:00,67.6,ug m-3,R
BL0,NO2,20/01/2017 00:00,65.6,ug m-3,R
BL0,NO2,21/01/2017 00:00,63.8,ug m-3,R
BL0,NO2,22/01/2017 00:00,73.6,ug m-3,R
BL0,NO2,23/01/2017 00:00,83.7,ug m-3,R
BL0,NO2,24/01/2017 00:00,79.9,ug m-3,R
BL0,NO2,25/01/2017 00:00,64.9,ug m-3,R
BL0,NO2,26/01/2017 00:00,44.6,ug m-3,R
BL0,NO2,27/01/2017 00:00,59.2,ug m-3,R
BL0,NO2,28/01/2017 00:00,42.9,ug m-3,R
BL0,NO2,29/01/2017 00:00,38.5,ug m-3,R
BL0,NO2,30/01/2017 00:00,49.5,ug m-3,R
BL0,NO2,31/01/2017 00:00,50.2,ug m-3,R
BL0,NO2,01/02/2017 00:00,39.4,ug m-3,R
BL0,NO2,02/02/2017 00:00,28.2,ug m-3,R
BL0,NO2,03/02/2017 00:00,31.2,ug m-3,R
BL0,NO2,04/02/2017 00:00,59.8,ug m-3,R
BL0,NO2,05/02/2017 00:00,52.7,ug m-3,R
BL0,NO2,06/02/2017 00:00,49.8,ug m-3,R
BL0,NO2,07/02/2017 00:00,61,ug m-3,R
BL0,NO2,08/02/2017 00:00,46,ug m-3,R
BL0,NO2,09/02/2017 00:00,42.2,ug m-3,R
BL0,NO2,10/02/2017 00:00,47.3,ug m-3,R
BL0,NO2,11/02/2017 00:00,44.4,ug m-3,R
BL0,NO2,12/02/2017 00:00,38.8,ug m-3,R
BL0,NO2,13/02/2017 00:00,49.5,ug m-3,R
BL0,NO2,14/02/2017 00:00,61.4,ug m-3,R
BL0,NO2,15/02/2017 00:00,45.3,ug m-3,R
BL0,NO2,16/02/2017 00:00,44.5,ug m-3,R
BL0,NO2,17/02/2017 00:00,48.5,ug m-3,R
BL0,NO2,18/02/2017 00:00,32.2,ug m-3,R
BL0,NO2,19/02/2017 00:00,37.7,ug m-3,R
BL0,NO2,20/02/2017 00:00,,ug m-3,R
BL0,NO2,21/02/2017 00:00,,ug m-3,R
BL0,NO2,22/02/2017 00:00,27.8,ug m-3,R
BL0,NO2,23/02/2017 00:00,27.7,ug m-3,R
BL0,NO2,24/02/2017 00:00,59.8,ug m-3,R
BL0,NO2,25/02/2017 00:00,26.5,ug m-3,R
BL0,NO2,26/02/2017 00:00,18.2,ug m-3,R
BL0,NO2,27/02/2017 00:00,29.5,ug m-3,R
BL0,NO2,28/02/2017 00:00,33.1,ug m-3,R
BL0,NO2,01/03/2017 00:00,34.4,ug m-3,R
BL0,NO2,02/03/2017 00:00,32.6,ug m-3,R
BL0,NO2,03/03/2017 00:00,44.7,ug m-3,R
BL0,NO2,04/03/2017 00:00,24.3,ug m-3,R
BL0,NO2,05/03/2017 00:00,21.7,ug m-3,R
BL0,NO2,06/03/2017 00:00,53.5,ug m-3,R
BL0,NO2,07/03/2017 00:00,42.9,ug m-3,R
BL0,NO2,08/03/2017 00:00,44.5,ug m-3,R
BL0,NO2,09/03/2017 00:00,51,ug m-3,R
BL0,NO2,10/03/2017 00:00,40.2,ug m-3,R
BL0,NO2,11/03/2017 00:00,32.3,ug m-3,R
BL0,NO2,12/03/2017 00:00,56.4,ug m-3,R
BL0,NO2,13/03/2017 00:00,48.9,ug m-3,R
BL0,NO2,14/03/2017 00:00,48.3,ug m-3,R
BL0,NO2,15/03/2017 00:00,53.9,ug m-3,R
BL0,NO2,16/03/2017 00:00,42.9,ug m-3,R
BL0,NO2,17/03/2017 00:00,35.6,ug m-3,R
BL0,NO2,18/03/2017 00:00,26.7,ug m-3,R
BL0,NO2,19/03/2017 00:00,13.9,ug m-3,R
BL0,NO2,20/03/2017 00:00,27.5,ug m-3,R
BL0,NO2,21/03/2017 00:00,30.6,ug m-3,R
BL0,NO2,22/03/2017 00:00,40.7,ug m-3,R
BL0,NO2,23/03/2017 00:00,41.8,ug m-3,R
BL0,NO2,24/03/2017 00:00,42.5,ug m-3,R
BL0,NO2,25/03/2017 00:00,39,ug m-3,R
BL0,NO2,26/03/2017 00:00,37.1,ug m-3,R
BL0,NO2,27/03/2017 00:00,47.1,ug m-3,R
BL0,NO2,28/03/2017 00:00,45.2,ug m-3,R
BL0,NO2,29/03/2017 00:00,28.4,ug m-3,R
BL0,NO2,30/03/2017 00:00,45.4,ug m-3,R
BL0,NO2,31/03/2017 00:00,33.1,ug m-3,R
BL0,NO2,01/04/2017 00:00,25.3,ug m-3,R
BL0,NO2,02/04/2017 00:00,39,ug m-3,R
BL0,NO2,03/04/2017 00:00,36.7,ug m-3,R
BL0,NO2,04/04/2017 00:00,41,ug m-3,R
BL0,NO2,05/04/2017 00:00,48.2,ug m-3,R
BL0,NO2,06/04/2017 00:00,50.4,ug m-3,R
BL0,NO2,07/04/2017 00:00,47.9,ug m-3,R
BL0,NO2,08/04/2017 00:00,46.9,ug m-3,R
BL0,NO2,09/04/2017 00:00,35.5,ug m-3,R
BL0,NO2,10/04/2017 00:00,35.4,ug m-3,R
BL0,NO2,11/04/2017 00:00,32.1,ug m-3,R
BL0,NO2,12/04/2017 00:00,33.9,ug m-3,R
BL0,NO2,13/04/2017 00:00,37.6,ug m-3,R
BL0,NO2,14/04/2017 00:00,26.5,ug m-3,R
BL0,NO2,15/04/2017 00:00,24.5,ug m-3,R
BL0,NO2,16/04/2017 00:00,28.7,ug m-3,R
BL0,NO2,17/04/2017 00:00,26.8,ug m-3,R
BL0,NO2,18/04/2017 00:00,33.9,ug m-3,R
BL0,NO2,19/04/2017 00:00,31.9,ug m-3,R
BL0,NO2,20/04/2017 00:00,36.3,ug m-3,R
BL0,NO2,21/04/2017 00:00,46.9,ug m-3,R
BL0,NO2,22/04/2017 00:00,28.7,ug m-3,R
BL0,NO2,23/04/2017 00:00,20,ug m-3,R
BL0,NO2,24/04/2017 00:00,34.8,ug m-3,R
BL0,NO2,25/04/2017 00:00,35.3,ug m-3,R
